event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-08T09:42:12Z,stockupdatesnow.bsky.social,"Is AMD Stock Going to $300?

Key Points In 2026, evaluating Advanced Micro Devices (NASDAQ: AMD) stock has arguably become a struggle for investors. After almost returning to its all-time high in January, its most recent earnings report appeared to disappoint investors, leading to a 25%-plus…",AMD earnings,at://did:plc:7x6xshhjou4ijit5qjvyput3/app.bsky.feed.post/3mgk2gxmvwk2q,False,True,True,True,3,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-07T13:05:24.778Z,mengli512.bsky.social,"U.S. mulls global AI chip export licenses, expanding restrictions worldwide. NVIDIA, AMD exports face new hurdles. $MRVL surges 18% on earnings beat, AI custom silicon and networking drive growth.
#NVIDIA #AMD #Meta #AI 
open.substack.com/pub/aidisrup...",AMD earnings,at://did:plc:uzctzf6d6wkvefppurjpt76r/app.bsky.feed.post/3mghvdepf2k2m,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-06T20:00:02.747039Z,fundspec.bsky.social,"BULLISH $AMD
Advanced Micro Devices Option Alert: Jun 18 $130 Calls Sweep (15) above Ask!: 90 vs 3446 OI; Earnings 5/5 After Close [est] 
https://optionssentimentscreener.com/AMD
Monitor Unusual Options Activity for free on the Options Sentiment Screener App on the AppStore or PlayStore
",AMD earnings,at://did:plc:5i7m7wpf7lstzfau43thfeff/app.bsky.feed.post/3mgg3zuw4gh2b,True,True,True,True,4,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-06T19:30:05.080085Z,beingexponential.bsky.social,"Risks remain. But, for now, they also remain contained as it relates to the AI infrastructure buildout. And this week's strong AI earnings report are sustaining my bullishness on these stocks.

#ASML #AMAT #LRCX #NVDA #MU #AMD #KLAC #TER #TSM #INTC #QCOM #ARM #CRDO #ALAB #LASR",AMD earnings,at://did:plc:w7fdhsws3nohbisnhzppxsu5/app.bsky.feed.post/3mgg2ecfwoz2r,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-06T13:02:29.011190Z,currenttek.bsky.social,"Meta’s multibillion-dollar AMD deal signals the AI chip arms race. Markets rotate to hardware as earnings near. MWC spotlights AI-native devices and IoT. AI, silicon, and connectivity rules are being rewritten.

#TechNews #AIIndustry #MWC2026 #CurrentTEKSolutions",AMD earnings,at://did:plc:degqwgs2yxfeldvvthwdykp2/app.bsky.feed.post/3mgfepa4oih24,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-02T12:13:14Z,stockupdatesnow.bsky.social,"1 Reason to Buy Advanced Micro Devices Stock

Key Points Shares of Advanced Micro Devices (NASDAQ: AMD) pulled back to start 2026 and were recently down about 8% year to date, although the stock has recovered. Investors are weighing the stock's high price-to-earnings multiple against risks in the…",AMD earnings,at://did:plc:7x6xshhjou4ijit5qjvyput3/app.bsky.feed.post/3mg3a3j4xlo2f,False,True,True,True,3,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-02T10:15:34.347343Z,stockmaster70.bsky.social,"Stock Market Today: Dow Rises On Surprise Jobs Data; AMD Tumbles On Earnings (Live Coverage) - Investor's Business Daily
Stock Market Today: The Dow Jones index wavered Wednesday after surprise jobs data. AMD stock tumbled on earnings.",AMD earnings,at://did:plc:xnqj7rzag6oazgj2gidiwyc6/app.bsky.feed.post/3mg2zj5kh6b2x,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-03-01T13:30:36.913Z,sundaymorningmarkets.skystack.xyz,"What Moved The Markets This Week • Strikes Kill Iran's Supreme Leader, Core Inflation Surges, Anthropic Banned Federally, OpenAI Raises $110B, Meta-AMD Unveil Massive Compute Pact, and NVDA + CRM + SNOW Earnings",AMD earnings,at://did:plc:tj42qkilogv6kqeceh26ralg/app.bsky.feed.post/3mfyyds35lc2r,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-02-26T16:09:34.127Z,haruspexalerts.bsky.social,fascinating capital web here 🕸️ $NVDA is at 61/100 (hold) while $META leads the pack at 67 with earnings at 75. $AMD at just 49/100 though — so Meta is essentially betting big on a stock that AI scoring has in the bottom half. Lisa Su's warrants will need a lot of things to go right 😅,AMD earnings,at://did:plc:qnlkwkngpbxr54gzxo3nsoz3/app.bsky.feed.post/3mfrlgezyws2r,True,True,False,True,3,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-02-26T15:33:57.318Z,bizintelbriefly.bsky.social,"Technology stocks decline despite strong earnings as markets shift focus from AI capex spending to sustainability concerns, with Nvidia and AMD falling despite beating expectations.
",AMD earnings,at://did:plc:jlf6u3amiq5qgpwtiyedp7os/app.bsky.feed.post/3mfrjgpg3c62a,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-02-26T10:36:04.587Z,aiassistantstore.bsky.social,"AI News Wrap-Up: 25th February 2026

Nvidia earnings surge; AMD+Nutanix court enterprise AI; Anthropic buys Vercept; OpenAI names CPO; Nvidia-OpenAI deal nears; AI-linked layoffs

www.aiassistantstore.com/blogs/latest...

#AINewsWrapUp #NvidiaEarnings #DataCenterAI #AMDNutanix #EnterpriseAIStack",AMD earnings,at://did:plc:t74lhgebnb3y4unk3w4grht6/app.bsky.feed.post/3mfqys2hbkk2k,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-02-25T23:23:51.994Z,notreload.bsky.social,"$NTNX +15%, $AMD -1% [AMD is partnering with Nutanix, investing $150 million in equity and $100 million in cash to develop easy-to-use AI platforms. Nutanix also beat Q2 earnings expectations, reporting 10% revenue growth.] notreload.xyz/nutanix-beat...",AMD earnings,at://did:plc:vvidntidrwdocqgjy5gz2kzc/app.bsky.feed.post/3mfpta2c7pc2x,True,True,False,True,3,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-02-25T21:18:56.558979Z,signalbloom.ai,"Nutanix Beats Q2 Estimates But Lowers Outlook on Supply Chain Woes, Unveils AMD AI Pact https://signalbloom.ai/news/NTNX/nutanix-beats-q2-estimates-but-lowers-outlook-on-supply-chain-woes-unveils-amd-ai-pact $NTNX #Earnings via @signalbloom.ai",AMD earnings,at://did:plc:pin2la4v3cnbrws5fcsut6ko/app.bsky.feed.post/3mfpmaociti2q,False,True,False,True,2,high
AMD_Q4_2023_2024-01-31,AMD,ADVANCED MICRO DEVICES,2026-02-25T13:32:43.672567+00:00,fintwitter.bsky.social,"🤖 AI / TECH / CORPORATE 🇺🇸 ANTHROPIC PRESENTATION — Soothed AI concerns, sparked Wall Street rebound. 🇺🇸 META-AMD CHIP DEAL — $60 billion partnership announced. 📱 NVIDIA EARNINGS TODAY — Pivotal moment for AI boom; investors watching sustainability of AI spending. 📱",AMD earnings,at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mfos6z5hep2y,False,True,False,True,2,high
